iter	Logloss
0	0.6614164383
1	0.630324362
2	0.6102050343
3	0.5862087007
4	0.5569497875
5	0.535118373
6	0.5160040617
7	0.4970368879
8	0.484661299
9	0.4729623467
10	0.4573541548
11	0.4416408479
12	0.4283354551
13	0.4130387247
14	0.3958562898
15	0.3881996666
16	0.3843563663
17	0.3791031246
18	0.3718744431
19	0.3616497065
20	0.3532913983
21	0.3490932618
22	0.3433134462
23	0.3342608971
24	0.3276991648
25	0.3236384239
26	0.3177752052
27	0.3098743349
28	0.3039153508
29	0.2983130191
30	0.2932900152
31	0.2905535202
32	0.2874615152
33	0.2846475414
34	0.281873104
35	0.2776362721
36	0.2720857795
37	0.2674949989
38	0.259895439
39	0.2580461078
40	0.2557636033
41	0.2523157382
42	0.2494887324
43	0.2479115846
44	0.2433324333
45	0.241395701
46	0.238706339
47	0.2343158937
48	0.2327123846
49	0.2311829888
50	0.229248039
51	0.2269440817
52	0.2246205977
53	0.2224270069
54	0.2175847424
55	0.2158015568
56	0.2145575821
57	0.2134213905
58	0.2122305182
59	0.211165865
60	0.2106249054
61	0.2082640475
62	0.2062585545
63	0.2030395633
64	0.2011706859
65	0.1987994524
66	0.197562967
67	0.1968553875
68	0.1939577284
69	0.1915264698
70	0.1904759424
71	0.1888474458
72	0.1865217701
73	0.1857883596
74	0.182317767
75	0.181610467
76	0.1806897943
77	0.1800076412
78	0.1788598833
79	0.1777010711
80	0.1762527679
81	0.174965742
82	0.1735677951
83	0.1706538489
84	0.1685447526
85	0.1680533036
86	0.1674041272
87	0.1670887592
88	0.164395082
89	0.1618227761
90	0.1594864272
91	0.1559343988
92	0.1541753813
93	0.152818625
94	0.151684686
95	0.1490758224
96	0.1485786136
97	0.1462785478
98	0.1458270665
99	0.145514615
100	0.1451636824
101	0.1423003488
102	0.1395205366
103	0.1378112575
104	0.1360733765
105	0.1345465197
106	0.1338355147
107	0.132390765
108	0.129995105
109	0.1270170204
110	0.1257450324
111	0.1249868092
112	0.1238675456
113	0.1236153087
114	0.1233785413
115	0.122455056
116	0.1222742058
117	0.1212031393
118	0.1209922975
119	0.12064108
120	0.1198774966
121	0.1186222152
122	0.1164775814
123	0.1160496223
124	0.1151312584
125	0.1149214932
126	0.1138246175
127	0.1135371667
128	0.1132530667
129	0.1125342451
130	0.1110866228
131	0.1104574427
132	0.110212659
133	0.1089175035
134	0.1070239731
135	0.1049783575
136	0.1044130028
137	0.103865103
138	0.1031568422
139	0.1021886552
140	0.1020477785
141	0.1019612038
142	0.1017992373
143	0.1012367464
144	0.1006940631
145	0.09951219729
146	0.09931547908
147	0.09871674212
148	0.09842524475
149	0.09798464903
150	0.09785660473
151	0.09600533476
152	0.09579685394
153	0.09560028623
154	0.09520329732
155	0.09386297789
156	0.09341739395
157	0.09326470707
158	0.09223786129
159	0.09126242362
160	0.08972897114
161	0.0893108154
162	0.08841416075
163	0.08780505769
164	0.08719856409
165	0.08677452031
166	0.08643824639
167	0.08627567376
168	0.08596186058
169	0.08511411399
170	0.08490019861
171	0.08366656628
172	0.08336200725
173	0.0830754684
174	0.08275640852
175	0.08213302488
176	0.08183011977
177	0.08153767948
178	0.08094599891
179	0.07993153445
180	0.07865191799
181	0.07833770482
182	0.0779833585
183	0.07723856159
184	0.07698936867
185	0.07675597732
186	0.07605050297
187	0.0753422437
188	0.0751166101
189	0.07486481885
190	0.07396650517
191	0.07382488639
192	0.07358177448
193	0.07292372206
194	0.07278932397
195	0.07212850585
196	0.07152617425
197	0.07139814368
198	0.07127398439
199	0.07117244713
200	0.07057317288
201	0.06973588632
202	0.0696373948
203	0.06952149277
204	0.06942754452
205	0.06881402651
206	0.06822688798
207	0.06743777314
208	0.0673323933
209	0.06658045772
210	0.06647830579
211	0.06637155222
212	0.06629116551
213	0.06557591366
214	0.06549861655
215	0.06528176878
216	0.06416345739
217	0.06403370148
218	0.06328397755
219	0.06263584473
220	0.0625441911
221	0.06245601811
222	0.06235704906
223	0.06173751003
224	0.06165113662
225	0.06155640339
226	0.06096114772
227	0.0608946341
228	0.06081366784
229	0.06024468105
230	0.06015311778
231	0.0600402981
232	0.05949452487
233	0.05941804147
234	0.05933156673
235	0.05847079216
236	0.05839542592
237	0.05831011103
238	0.05742222496
239	0.05734896245
240	0.05726457558
241	0.0565124517
242	0.0559103986
243	0.05584085046
244	0.05575918337
245	0.05568064355
246	0.05525462446
247	0.0551594367
248	0.05468957882
249	0.0546159004
250	0.05455265982
251	0.05379825479
252	0.05370574258
253	0.0536448658
254	0.0535732009
255	0.05290987428
256	0.05237749192
257	0.05231276947
258	0.05192535078
259	0.05185751984
260	0.05180122224
261	0.0513816949
262	0.0513166302
263	0.05071923589
264	0.05023466487
265	0.05017548464
266	0.05012222502
267	0.04963583446
268	0.04893273371
269	0.04886939305
270	0.04881785938
271	0.04875707765
272	0.04812063931
273	0.04803131361
274	0.04797525071
275	0.0479168215
276	0.04726396145
277	0.0469214987
278	0.04684846952
279	0.04677750865
280	0.04618799396
281	0.04613557093
282	0.04608042826
283	0.04601136278
284	0.04596208504
285	0.04539829769
286	0.04534457855
287	0.04527667726
288	0.04522534654
289	0.04468458218
290	0.04421665982
291	0.04416437894
292	0.04372338472
293	0.04341949397
294	0.04329656333
295	0.04324917368
296	0.04289113163
297	0.04284479903
298	0.04254580454
299	0.04250508198
